Step	State	Value
1498	0	0.1891
1499	8	0.0578
1500	6	0.0523
1501	2	0.0018
1502	5	0.0497
1503	9	0.0968
1504	2	0.1597
1505	4	0.0440
1506	5	0.0049
1507	8	0.1834
1508	4	0.0571
1509	2	0.1103
1510	4	0.1879
1511	8	0.1008
1512	2	0.2263
1513	8	0.0380
1514	7	0.1361
1515	7	0.0503
1516	1	0.0031
1517	4	0.1091
1518	4	0.0379
1519	2	0.0976
1520	1	0.1503
1521	9	0.0982
1522	8	0.1508
1523	4	0.0294
1524	2	0.1185
1525	9	0.1075
1526	5	0.1557
1527	2	0.1561
1528	6	0.0149
1529	1	0.0549
1530	8	0.1912
1531	8	0.0022
1532	8	0.0252
1533	6	0.0359
1534	5	0.3207
1535	9	0.1033
1536	7	0.2238
1537	2	0.0816
1538	6	0.1290
1539	8	0.2084
1540	4	0.1300
1541	5	0.2956
1542	5	0.1701
1543	7	0.0212
1544	9	0.1810
1545	6	0.1786
1546	6	0.0549
1547	8	0.0835
1548	6	0.0768
1549	8	0.0192
1550	4	0.1526
1551	8	0.0255
1552	6	0.0080
1553	7	0.0414
1554	7	0.0886
1555	2	0.0236
1556	3	0.1349
1557	1	0.1717
1558	5	0.2212
1559	0	0.0706
1560	7	0.0962
1561	3	0.0523
1562	0	0.0204
1563	9	0.1130
1564	7	0.1773
1565	8	0.0232
1566	6	0.1091
1567	4	0.0327
1568	7	0.0232
1569	6	0.0770
1570	7	0.1739
1571	7	0.0103
1572	5	0.2294
1573	9	0.0117
1574	7	0.2551
1575	6	0.0713
1576	5	0.2920
1577	9	0.0846
1578	1	0.2110
1579	2	0.1867
1580	7	0.0092
1581	0	0.0374
1582	7	0.0654
1583	5	0.0667
1584	6	0.0223
1585	0	0.0643
1586	0	0.1437
1587	5	0.0869
1588	6	0.0663
1589	6	0.0586
1590	4	0.0358
1591	9	0.2766
1592	2	0.1961
1593	5	0.0467
1594	7	0.1371
1595	2	0.0578
1596	8	0.0305
1597	7	0.0868
1598	7	0.0406
1599	0	0.0548
1600	5	0.0081
1601	8	0.0801
1602	8	0.0617
1603	1	0.0682
1604	9	0.1678
1605	9	0.0419
1606	1	0.2125
1607	2	0.0436
1608	7	0.1518
1609	7	0.0636
1610	5	0.2726
1611	9	0.0434
1612	1	0.1055
1613	9	0.2684
1614	9	0.4261
1615	3	0.0715
1616	0	0.0274
1617	0	0.2302
1618	6	0.0199
1619	3	0.1012
1620	9	0.0390
1621	9	0.0103
1622	1	0.0287
1623	4	0.2724
1624	0	0.0185
1625	3	0.0795
1626	1	0.0364
1627	8	0.0351
1628	9	0.1728
1629	2	0.2671
1630	8	0.0856
1631	4	0.2034
1632	8	0.0681
1633	7	0.0707
1634	6	0.0167
1635	1	0.1083
1636	4	0.0116
1637	7	0.1123
1638	3	0.0227
1639	6	0.0484
1640	3	0.0003
1641	9	0.0639
1642	3	0.1727
1643	7	0.0298
1644	6	0.4264
1645	1	0.0591
1646	5	0.0979
1647	3	0.0460
1648	1	0.0077
1649	8	0.1530
1650	2	0.0005
1651	4	0.1212
1652	1	0.0215
1653	3	0.0641
1654	3	0.3644
1655	8	0.1451
1656	9	0.1511
1657	2	0.0333
1658	5	0.5071
1659	5	0.0268
1660	9	0.1290
1661	6	0.0774
1662	3	0.4262
1663	9	0.0609
1664	0	0.1486
1665	2	0.0338
1666	7	0.1121
1667	9	0.2224
1668	8	0.0439
1669	3	0.0298
1670	3	0.0238
1671	0	0.0362
1672	9	0.0289
1673	5	0.0879
1674	2	0.0128
1675	8	0.0253
1676	8	0.0681
1677	7	0.0202
1678	4	0.1083
1679	6	0.0772
1680	4	0.2033
1681	8	0.0230
1682	5	0.1633
1683	0	0.0514
1684	1	0.0607
1685	6	0.0659
1686	6	0.1128
1687	7	0.1054
1688	9	0.0455
1689	2	0.0181
1690	4	0.0044
1691	3	0.0391
1692	5	0.0155
1693	5	0.0009
1694	7	0.0147
1695	5	0.0260
1696	0	0.0453
1697	4	0.0781
1698	1	0.0748
1699	9	0.0384
1700	9	0.0907
1701	7	0.1023
1702	2	0.0866
1703	2	0.0209
1704	9	0.0727
1705	3	0.0549
1706	5	0.1347
1707	7	0.0094
1708	8	0.0280
1709	0	0.1144
1710	3	0.1033
1711	9	0.0482
1712	0	0.0413
1713	9	0.0181
1714	8	0.1955
1715	4	0.1812
1716	4	0.0327
1717	4	0.1261
1718	8	0.1420
1719	8	0.1577
1720	2	0.0292
1721	2	0.1752
1722	9	0.3011
1723	9	0.2030
1724	1	0.0010
1725	5	0.0849
1726	6	0.0602
1727	9	0.1065
1728	7	0.2028
1729	8	0.1041
1730	7	0.0355
1731	4	0.0187
1732	5	0.2969
1733	8	0.0559
1734	7	0.1540
1735	2	0.3527
1736	0	0.0558
1737	7	0.0021
1738	3	0.1234
1739	8	0.0840
1740	7	0.0569
1741	1	0.0459
1742	8	0.0085
1743	0	0.1101
1744	9	0.1806
1745	3	0.1113
1746	1	0.1545
1747	8	0.1222
1748	7	0.1283
1749	1	0.0572
1750	5	0.0422
1751	4	0.0773
1752	7	0.0219
1753	5	0.0151
1754	8	0.0590
1755	7	0.0964
1756	8	0.1827
1757	9	0.1408
1758	9	0.5830
1759	4	0.2008
1760	8	0.1294
1761	5	0.3216
1762	5	0.0462
1763	6	0.0272
1764	0	0.1561
1765	6	0.0895
1766	1	0.0073
1767	1	0.2261
1768	2	0.1145
1769	0	0.0181
1770	1	0.1343
1771	7	0.5005
1772	5	0.1439
1773	7	0.0676
1774	7	0.0177
1775	3	0.0890
1776	8	0.2153
1777	5	0.0496
1778	2	0.0231
1779	6	0.0412
1780	9	0.0348
1781	9	0.0128
1782	3	0.0046
1783	0	0.0992
1784	7	0.0046
1785	7	0.1870
1786	7	0.0850
1787	8	0.0437
1788	3	0.0878
1789	8	0.0089
1790	7	0.0212
1791	6	0.0987
1792	0	0.0243
1793	0	0.0389
1794	4	0.1018
1795	6	0.0532
1796	9	0.0868
1797	5	0.0343
1798	6	0.0786
1799	9	0.0426
1800	5	0.1226
1801	1	0.0459
1802	2	0.0023
1803	7	0.0925
1804	6	0.0817
1805	6	0.0427
1806	7	0.0441
1807	9	0.1703
1808	5	0.3924
1809	1	0.4324
1810	6	0.1567
1811	3	0.0786
1812	3	0.2606
1813	8	0.4287
1814	4	0.1366
1815	3	0.0052
1816	4	0.0734
1817	4	0.1270
1818	5	0.0142
1819	3	0.0156
1820	6	0.6969
1821	4	0.0566
1822	3	0.0614
1823	2	0.2557
1824	4	0.0479
1825	9	0.0051
1826	1	0.0364
1827	5	0.0763
1828	2	0.0547
1829	5	0.1188
1830	1	0.1885
1831	7	0.0934
1832	3	0.0172
1833	3	0.2336
1834	2	0.1015
1835	0	0.3638
1836	6	0.0765
1837	4	0.4283
1838	9	0.1048
1839	9	0.0553
1840	0	0.1692
1841	4	0.0211
1842	1	0.0063
1843	7	0.0422
1844	4	0.0270
1845	0	0.1027
1846	0	0.1505
1847	2	0.0589
1848	9	0.0830
1849	3	0.0250
1850	1	0.0493
1851	1	0.1773
1852	9	0.0909
1853	8	0.2369
1854	2	0.1281
1855	3	0.0307
1856	5	0.1608
1857	4	0.1049
1858	8	0.0188
1859	9	0.0414
1860	4	0.0021
1861	9	0.0670
1862	7	0.0246
1863	9	0.1308
1864	7	0.0316
1865	9	0.3550
1866	6	0.0148
1867	7	0.0860
1868	7	0.0951
1869	4	0.3500
1870	3	0.1640
1871	2	0.1985
1872	5	0.1157
1873	5	0.0616
1874	8	0.0687
1875	7	0.0299
1876	5	0.1470
1877	7	0.0372
1878	9	0.1112
1879	0	0.1435
1880	9	0.3902
1881	7	0.0905
1882	1	0.0754
1883	1	0.1886
1884	1	0.1036
1885	8	0.0631
1886	4	0.0046
1887	3	0.0045
1888	7	0.1791
1889	5	0.0872
1890	3	0.0350
1891	8	0.1830
1892	0	0.0866
1893	1	0.0043
1894	2	0.0199
1895	8	0.0199
1896	1	0.0760
1897	7	0.0322
1898	0	0.2761
1899	1	0.0214
1900	5	0.2724
1901	6	0.0021
1902	9	0.3929
1903	0	0.1230
1904	8	0.0840
1905	2	0.0144
1906	8	0.0126
1907	9	0.2503
1908	6	0.0123
1909	9	0.2769
1910	2	0.1432
1911	1	0.0605
1912	2	0.2185
1913	7	0.0422
1914	8	0.1866
1915	5	0.0510
1916	7	0.0210
1917	4	0.1410
1918	1	0.0664
1919	4	0.3795
1920	0	0.1356
1921	1	0.2355
1922	8	0.0083
1923	8	0.0803
1924	1	0.1514
1925	4	0.0673
1926	5	0.0922
1927	9	0.1737
1928	4	0.1093
1929	1	0.0365
1930	5	0.1198
1931	6	0.0329
1932	8	0.0126
1933	0	0.0051
1934	5	0.0674
1935	0	0.1044
1936	2	0.0147
1937	5	0.0085
1938	2	0.0460
1939	6	0.0529
1940	1	0.0121
1941	8	0.1141
1942	7	0.1796
1943	4	0.0219
1944	4	0.1089
1945	4	0.5361
1946	3	0.0222
1947	2	0.0272
1948	3	0.0365
1949	2	0.2466
1950	7	0.0375
1951	5	0.0015
1952	4	0.0111
1953	0	0.1088
1954	4	0.1305
1955	0	0.0959
1956	8	0.3276
1957	2	0.0806
1958	7	0.1562
1959	7	0.0337
1960	4	0.0280
1961	2	0.1630
1962	4	0.0811
1963	0	0.1418
1964	8	0.0392
1965	6	0.1047
1966	6	0.0257
1967	6	0.0081
1968	3	0.1428
1969	7	0.1621
1970	4	0.1645
1971	4	0.0390
1972	7	0.1221
1973	8	0.0822
1974	4	0.0962
1975	8	0.2761
1976	8	0.0128
1977	7	0.0354
1978	6	0.1497
1979	0	0.0755
1980	0	0.1276
1981	1	0.1310
1982	9	0.1803
1983	8	0.0319
1984	5	0.0786
1985	0	0.0074
1986	3	0.0663
1987	3	0.0117
1988	1	0.0305
1989	6	0.1123
1990	8	0.0712
1991	6	0.1325
1992	6	0.0422
1993	0	0.0354
1994	1	0.0081
1995	8	0.0237
1996	7	0.5062
1997	9	0.1344
1998	8	0.1357
1999	0	0.0540
2000	2	0.0079
2001	4	0.0987
2002	5	0.2106
2003	7	0.1359
2004	1	0.0513
2005	4	0.0011
2006	9	0.0017
2007	7	0.0760
2008	3	0.1475
2009	8	0.0647
2010	8	0.1049
2011	6	0.1027
2012	6	0.0969
2013	3	0.0632
2014	3	0.0483
2015	8	0.1019
2016	4	0.0457
2017	2	0.0013
2018	2	0.4833
2019	7	0.0476
2020	3	0.0179
2021	3	0.0351
2022	1	0.0138
2023	8	0.0778
2024	8	0.1051
2025	0	0.1360
2026	2	0.1188
2027	3	0.2715
2028	3	0.1408
2029	3	0.1102
2030	1	0.0326
2031	2	0.0894
2032	6	0.0826
2033	5	0.2136
2034	5	0.0438
2035	2	0.2838
2036	5	0.1036
2037	2	0.1194
2038	7	0.0058
2039	2	0.1103
2040	7	0.0278
2041	4	0.5309
2042	9	0.1540
2043	9	0.0277
2044	5	0.0395
2045	9	0.1108
2046	5	0.0230
2047	2	0.0276
2048	7	0.1936
2049	1	0.0377
2050	2	0.0472
2051	2	0.1282
2052	0	0.0670
2053	4	0.1548
2054	5	0.1039
2055	4	0.0281
2056	8	0.1934
2057	2	0.1700
2058	6	0.0181
2059	0	0.0187
2060	4	0.3198
2061	8	0.0092
2062	1	0.0093
2063	3	0.2585
2064	9	0.0593
2065	2	0.0159
2066	8	0.0671
2067	8	0.1804
2068	9	0.0326
2069	6	0.0722
2070	9	0.0068
2071	7	0.1629
2072	9	0.4717
2073	6	0.0811
2074	1	0.1116
2075	7	0.1039
2076	6	0.0819
2077	7	0.1565
2078	6	0.0057
2079	7	0.0886
2080	4	0.2917
2081	7	0.0384
2082	4	0.0908
2083	1	0.0516
2084	8	0.1463
2085	9	0.1563
2086	8	0.1102
2087	5	0.1388
2088	6	0.0229
2089	2	0.1674
2090	8	0.0020
2091	4	0.0695
2092	5	0.0201
2093	2	0.0248
2094	2	0.5370
2095	8	0.1339
2096	9	0.0764
2097	0	0.0465
2098	1	0.0224
2099	7	0.4995
2100	9	0.1151
2101	7	0.1594
2102	3	0.0463
2103	5	0.6470
2104	5	0.1846
2105	8	0.0588
2106	8	0.0303
2107	9	0.0574
2108	4	0.0256
2109	6	0.1136
2110	2	0.0609
2111	4	0.0174
2112	9	0.0622
2113	5	0.0115
2114	6	0.0356
2115	1	0.0986
2116	9	0.2145
2117	4	0.0390
2118	2	0.3186
2119	3	0.1723
2120	7	0.0136
2121	2	0.1075
2122	3	0.0223
2123	0	0.1761
2124	4	0.1358
2125	5	0.1035
2126	1	0.2425
2127	7	0.0195
2128	3	0.0400
2129	2	0.0029
2130	6	0.0489
2131	6	0.0926
2132	2	0.0072
2133	9	0.0724
2134	0	0.0276
2135	3	0.1744
2136	3	0.0900
2137	4	0.1405
2138	7	0.0842
2139	5	0.0239
2140	3	0.0080
2141	8	0.0693
2142	9	0.1063
2143	6	0.0442
2144	9	0.3139
2145	3	0.0929
2146	3	0.0035
2147	2	0.0932
2148	1	0.0131
2149	1	0.0139
2150	3	0.0594
2151	9	0.1311
2152	0	0.0564
2153	4	0.1746
2154	9	0.0056
2155	0	0.0357
2156	1	0.2179
2157	7	0.0124
2158	5	0.0634
2159	4	0.0727
2160	4	0.1934
2161	1	0.1442
2162	8	0.0383
2163	3	0.4628
2164	4	0.0654
2165	1	0.1619
2166	9	0.0072
2167	5	0.3136
2168	4	0.0003
2169	7	0.0679
2170	0	0.1679
2171	7	0.0209
2172	6	0.0878
2173	3	0.0264
2174	0	0.1493
2175	7	0.0638
2176	6	0.1965
2177	2	0.0724
2178	1	0.0902
2179	5	0.0952
2180	0	0.0976
2181	4	0.4467
2182	6	0.2751
2183	9	0.0206
2184	9	0.1288
2185	6	0.5287
2186	5	0.0623
2187	1	0.0258
2188	0	0.0668
2189	4	0.0093
2190	2	0.0223
2191	5	0.2144
2192	0	0.1546
2193	3	0.0261
2194	3	0.2257
2195	8	0.0587
2196	5	0.0286
2197	4	0.0226
2198	1	0.0470
2199	3	0.0127
2200	0	0.0061
2201	1	0.0986
2202	5	0.0353
2203	8	0.0830
2204	7	0.0366
2205	6	0.0035
2206	5	0.0230
2207	9	0.0821
2208	9	0.0369
2209	7	0.0452
2210	1	0.0981
2211	8	0.1255
2212	8	0.0265
2213	9	0.0050
2214	6	0.0356
2215	1	0.1201
2216	3	0.0332
2217	3	0.2102
2218	5	0.0185
2219	4	0.0440
2220	4	0.0088
2221	3	0.3626
2222	2	0.0363
2223	5	0.0324
2224	6	0.0379
2225	6	0.1659
2226	9	0.0580
2227	5	0.1635
2228	6	0.0566
2229	8	0.0319
2230	7	0.0018
2231	9	0.0086
2232	2	0.0339
2233	9	0.2080
2234	4	0.0503
2235	2	0.2588
2236	4	0.0959
2237	8	0.1454
2238	9	0.0557
2239	0	0.0746
2240	7	0.1127
2241	3	0.1121
2242	1	0.1891
2243	4	0.1516
2244	2	0.0394
2245	0	0.0001
2246	3	0.0014
2247	0	0.1027
2248	2	0.0041
2249	5	0.1402
2250	4	0.1346
2251	6	0.2412
2252	3	0.0849
2253	6	0.0309
2254	9	0.1244
2255	7	0.1318
2256	3	0.0122
2257	3	0.0679
2258	9	0.2071
2259	2	0.0271
2260	1	0.0381
2261	2	0.0772
2262	3	0.0389
2263	1	0.0993
2264	3	0.1161
2265	3	0.1585
2266	4	0.0051
2267	6	0.1476
2268	6	0.0468
2269	0	0.0951
2270	0	0.1716
2271	3	0.0621
2272	9	0.1352
2273	9	0.2242
2274	6	0.0245
2275	1	0.1641
2276	5	0.0457
2277	3	0.1961
2278	6	0.0720
2279	4	0.0044
2280	1	0.1976
2281	8	0.0956
2282	9	0.0772
2283	3	0.0753
2284	9	0.0535
2285	1	0.4203
2286	2	0.0649
2287	4	0.0175
2288	2	0.0503
2289	0	0.1737
2290	6	0.0197
2291	6	0.0148
2292	5	0.3273
2293	9	0.0256
2294	4	0.0651
2295	2	0.1099
2296	3	0.0108
2297	2	0.0279
2298	6	0.1073
2299	7	0.0787
2300	0	0.2352
2301	5	0.0351
2302	3	0.3513
2303	4	0.0897
2304	3	0.0706
2305	4	0.3506
2306	6	0.0034
2307	1	0.0252
2308	9	0.0104
2309	4	0.0630
2310	5	0.1256
2311	1	0.2390
2312	8	0.0520
2313	1	0.0601
2314	0	0.2483
2315	9	0.0131
2316	8	0.0731
2317	4	0.0217
2318	4	0.2045
2319	7	0.1887
2320	3	0.0215
2321	8	0.0053
2322	2	0.2546
2323	2	0.0249
2324	0	0.1272
2325	6	0.0901
2326	4	0.1676
2327	4	0.0278
2328	2	0.1042
2329	6	0.0316
2330	5	0.1147
2331	3	0.0475
2332	1	0.1657
2333	5	0.1144
2334	6	0.0436
2335	5	0.0046
2336	5	0.0416
2337	0	0.1469
2338	2	0.0462
2339	9	0.0324
2340	0	0.1110
2341	8	0.0722
2342	4	0.0452
2343	7	0.1178
2344	0	0.0586
2345	9	0.0835
2346	1	0.0431
2347	9	0.0378
2348	1	0.0712
2349	9	0.1775
2350	8	0.0727
2351	8	0.0513
2352	8	0.3461
2353	1	0.0115
2354	3	0.0163
2355	3	0.0545
2356	8	0.0286
2357	9	0.0350
2358	6	0.1147
2359	9	0.0956
2360	1	0.2810
2361	1	0.0274
2362	2	0.0119
2363	5	0.0584
2364	6	0.0784
2365	2	0.0648
2366	0	0.0151
2367	8	0.2361
2368	1	0.0038
2369	0	0.0586
2370	1	0.0505
2371	8	0.0002
2372	6	0.1552
2373	2	0.0288
2374	4	0.0326
2375	8	0.0881
2376	2	0.0035
2377	8	0.0699
2378	1	0.0465
2379	9	0.1454
2380	9	0.0231
2381	2	0.3279
2382	3	0.0116
2383	8	0.0602
2384	1	0.2106
2385	8	0.0406
2386	2	0.1387
2387	3	0.2430
2388	5	0.0999
2389	1	0.5283
2390	9	0.0018
2391	5	0.0126
2392	0	0.0509
2393	6	0.0223
2394	7	0.0818
2395	9	0.1129
2396	7	0.0222
2397	6	0.0110
2398	3	0.0697
2399	5	0.0605
2400	3	0.0588
2401	7	0.1042
2402	1	0.0123
2403	5	0.1284
2404	7	0.1254
2405	7	0.1050
2406	7	0.0347
2407	7	0.1535
2408	6	0.0484
2409	9	0.0606
2410	9	0.2841
2411	1	0.1201
2412	1	0.1433
2413	7	0.0591
2414	2	0.0436
2415	8	0.1006
2416	7	0.1137
2417	2	0.3953
2418	7	0.1772
2419	6	0.0769
2420	5	0.0539
2421	1	0.0313
2422	7	0.2888
2423	0	0.0500
2424	3	0.0027
2425	8	0.0302
2426	9	0.3392
2427	9	0.0111
2428	7	0.1411
2429	5	0.3924
2430	1	0.0587
2431	6	0.2276
2432	1	0.2173
2433	8	0.2390
2434	7	0.0863
2435	4	0.0288
2436	9	0.0972
2437	5	0.1189
2438	5	0.0836
2439	0	0.2172
2440	5	0.2597
2441	1	0.0822
2442	8	0.0102
2443	6	0.0956
2444	8	0.0235
2445	5	0.3062
2446	6	0.0227
2447	8	0.1459
2448	0	0.1292
2449	6	0.1601
2450	2	0.0116
2451	0	0.0337
2452	7	0.0826
2453	9	0.0342
2454	1	0.0060
2455	1	0.1255
2456	9	0.0379
2457	2	0.2061
2458	4	0.2662
2459	4	0.0301
2460	1	0.0076
2461	2	0.1547
2462	2	0.0059
2463	5	0.0449
2464	7	0.0248
2465	1	0.0077
2466	3	0.0222
2467	3	0.0055
2468	7	0.0409
2469	3	0.2115
2470	3	0.0723
2471	5	0.0470
2472	8	0.1956
2473	2	0.0268
2474	7	0.1300
2475	4	0.2547
2476	7	0.1219
2477	7	0.0074
2478	7	0.0292
2479	4	0.0774
2480	4	0.0883
2481	6	0.1604
2482	7	0.3423
2483	8	0.0774
2484	2	0.0212
2485	4	0.1184
2486	7	0.8290
2487	0	0.0750
2488	8	0.0367
2489	7	0.1030
2490	0	0.0288
2491	5	0.1759
2492	9	0.0307
2493	8	0.1236
2494	5	0.0396
2495	2	0.4076
2496	9	0.1913
2497	7	0.1172
2498	8	0.0996
2499	2	0.0123
2500	8	0.1013
2501	8	0.0734
2502	6	0.2040
2503	0	0.0677
2504	1	0.1612
2505	1	0.0225
2506	0	0.1173
2507	0	0.5128
2508	9	0.2549
2509	6	0.0627
2510	2	0.2845
2511	4	0.0165
2512	7	0.0254
2513	8	0.0939
2514	8	0.0062
2515	7	0.1106
2516	6	0.0752
2517	1	0.0398
2518	3	0.0253
2519	8	0.0839
2520	0	0.2867
2521	7	0.0067
2522	6	0.1568
2523	0	0.0870
2524	7	0.1430
2525	0	0.3069
2526	6	0.0670
2527	1	0.0674
2528	7	0.2854
2529	0	0.0822
2530	9	0.1689
2531	2	0.1190
2532	3	0.0522
2533	0	0.1322
2534	6	0.1797
2535	2	0.1044
2536	7	0.0060
2537	7	0.0517
2538	8	0.1467
2539	9	0.0815
2540	5	0.0018
2541	5	0.0251
2542	5	0.0949
2543	7	0.0237
2544	5	0.1622
2545	7	0.0805
2546	6	0.4474
2547	2	0.2998
2548	3	0.0303
2549	6	0.0017
2550	0	0.3617
2551	6	0.2005
2552	0	0.0465
2553	2	0.2105
2554	1	0.0279
2555	4	0.1084
2556	2	0.2764
2557	8	0.1446
2558	5	0.0890
2559	9	0.0099
2560	3	0.1347
2561	6	0.5553
2562	7	0.2182
2563	9	0.0125
2564	1	0.0985
2565	1	0.0269
2566	5	0.1597
2567	0	0.0990
2568	1	0.0450
2569	5	0.0358
2570	6	0.2679
2571	9	0.1983
2572	8	0.1818
2573	6	0.0531
2574	4	0.0903
2575	5	0.1650
2576	3	0.0159
2577	8	0.0054
2578	0	0.1381
2579	1	0.0193
2580	3	0.0362
2581	4	0.3326
2582	0	0.0708
2583	5	0.0303
2584	8	0.0093
2585	5	0.0630
2586	0	0.0729
2587	3	0.2157
2588	3	0.2916
2589	2	0.1479
2590	5	0.1591
2591	5	0.2006
2592	9	0.0473
2593	9	0.3503
2594	1	0.0088
2595	1	0.0674
2596	3	0.0807
2597	4	0.0661
2598	0	0.0038
2599	7	0.2522
2600	1	0.0355
2601	3	0.0155
2602	8	0.1234
2603	0	0.0175
2604	6	0.0381
2605	9	0.0206
2606	1	0.0702
2607	0	0.0047
2608	8	0.3310
2609	0	0.5114
2610	0	0.0173
2611	4	0.0568
2612	7	0.2692
2613	9	0.1450
2614	9	0.1058
2615	6	0.0098
2616	9	0.0064
2617	2	0.1426
2618	7	0.0302
2619	9	0.0543
2620	5	0.1866
2621	6	0.1152
2622	3	0.1055
2623	7	0.0248
2624	6	0.1363
2625	2	0.1077
2626	8	0.1189
2627	0	0.0940
2628	6	0.5457
2629	3	0.0900
2630	6	0.0048
2631	6	0.0902
2632	1	0.2514
2633	3	0.2095
2634	1	0.0306
2635	2	0.1394
2636	1	0.2235
2637	4	0.0598
2638	5	0.0169
2639	6	0.0163
2640	8	0.2107
2641	8	0.1590
2642	5	0.2227
2643	3	0.0213
2644	8	0.1466
2645	7	0.0762
2646	8	0.0626
2647	1	0.2555
2648	3	0.0636
2649	7	0.0817
2650	7	0.0089
2651	3	0.1803
2652	9	0.1327
2653	2	0.0728
2654	8	0.2901
2655	6	0.1531
2656	8	0.0635
2657	5	0.0494
2658	3	0.3582
2659	5	0.0279
2660	7	0.0445
2661	7	0.0805
2662	8	0.2244
2663	4	0.0222
2664	3	0.0309
2665	7	0.0092
2666	3	0.0056
2667	9	0.0395
2668	7	0.0223
2669	8	0.1123
2670	1	0.0699
2671	4	0.3263
2672	9	0.0025
2673	3	0.0393
2674	9	0.2598
2675	5	0.1330
2676	2	0.0412
2677	2	0.0104
2678	2	0.1402
2679	2	0.0887
2680	0	0.0048
2681	6	0.0455
2682	1	0.0901
2683	6	0.2200
2684	7	0.0748
2685	5	0.2681
2686	0	0.0009
2687	8	0.4543
2688	0	0.0273
2689	3	0.0028
2690	1	0.2098
2691	7	0.0587
2692	2	0.0042
2693	5	0.0578
2694	7	0.1811
2695	0	0.1653
2696	8	0.1188
2697	1	0.4035
2698	2	0.1944
2699	8	0.0073
2700	3	0.0560
2701	9	0.0516
2702	4	0.2225
2703	3	0.0636
2704	1	0.1216
2705	4	0.0342
2706	5	0.0296
2707	7	0.1548
2708	2	0.0312
2709	2	0.0091
2710	0	0.0277
2711	8	0.3947
2712	9	0.0061
2713	9	0.0241
2714	9	0.1788
2715	2	0.0346
2716	2	0.0334
2717	6	0.1183
2718	1	0.0083
2719	1	0.0357
2720	7	0.1065
2721	5	0.0441
2722	9	0.0379
2723	1	0.0226
2724	5	0.0446
2725	2	0.1146
2726	5	0.0197
2727	6	0.0757
2728	2	0.0977
2729	7	0.0163
2730	4	0.0023
2731	4	0.1233
2732	3	0.0140
2733	3	0.0652
2734	2	0.0810
2735	7	0.4450
2736	2	0.0448
2737	3	0.0116
2738	6	0.0659
2739	3	0.0291
2740	8	0.0914
2741	9	0.0573
2742	7	0.0893
2743	9	0.0009
2744	2	0.1216
2745	1	0.1078
2746	7	0.0921
2747	3	0.0027
2748	7	0.1424
2749	5	0.2786
2750	3	0.0324
2751	9	0.0721
2752	6	0.0312
2753	6	0.0367
2754	7	0.2649
2755	5	0.0878
2756	5	0.0667
2757	0	0.0354
2758	0	0.3664
2759	3	0.0327
2760	6	0.0629
2761	9	0.0508
2762	0	0.0351
2763	4	0.1574
2764	0	0.2586
2765	7	0.0445
2766	1	0.1062
2767	8	0.1793
2768	9	0.0670
2769	1	0.1092
2770	4	0.1181
2771	2	0.2756
2772	1	0.0297
2773	2	0.0280
2774	2	0.0774
2775	5	0.2343
2776	9	0.0607
2777	2	0.0063
2778	7	0.1279
2779	8	0.1597
2780	6	0.0866
2781	1	0.1840
2782	2	0.0017
2783	6	0.0155
2784	5	0.1644
2785	8	0.2473
2786	4	0.0046
2787	8	0.1105
2788	2	0.0082
2789	9	0.0759
2790	6	0.0561
2791	4	0.0956
2792	8	0.1310
2793	6	0.0985
2794	4	0.0745
2795	4	0.0090
2796	0	0.0847
2797	9	0.0395
2798	5	0.0907
2799	4	0.0091
2800	3	0.0316
2801	9	0.2216
2802	3	0.1901
2803	5	0.0958
2804	9	0.0625
2805	1	0.0783
2806	8	0.0853
2807	1	0.1464
2808	2	0.1753
2809	3	0.1366
2810	3	0.1653
2811	8	0.0591
2812	3	0.1403
2813	7	0.3193
2814	3	0.0267
2815	0	0.1356
2816	5	0.0045
2817	6	0.1695
2818	8	0.0202
2819	4	0.1716
2820	6	0.0844
2821	3	0.0762
2822	1	0.0716
2823	2	0.0573
2824	3	0.1160
2825	1	0.1141
2826	4	0.0001
2827	1	0.1994
2828	7	0.2196
2829	8	0.0101
2830	1	0.2004
2831	8	0.0974
2832	9	0.0624
2833	4	0.1609
2834	6	0.1968
2835	6	0.0337
2836	4	0.3546
2837	8	0.0829
2838	4	0.0115
2839	9	0.1674
2840	7	0.0184
2841	4	0.0330
2842	1	0.0941
2843	1	0.2550
2844	4	0.3211
2845	0	0.0952
2846	8	0.1904
2847	2	0.1309
2848	3	0.1092
2849	5	0.3033
2850	5	0.0148
2851	2	0.2873
2852	1	0.0048
2853	5	0.0888
2854	1	0.0689
2855	3	0.2928
2856	6	0.2144
2857	2	0.1785
2858	4	0.0456
2859	7	0.3862
2860	3	0.1457
2861	5	0.0155
2862	6	0.1717
2863	8	0.2558
2864	4	0.0502
2865	8	0.5637
2866	5	0.0112
2867	9	0.1019
2868	1	0.0585
2869	2	0.0369
2870	9	0.0961
2871	2	0.0913
2872	4	0.0649
2873	4	0.3956
2874	8	0.0192
2875	9	0.0175
2876	9	0.0799
2877	3	0.0803
2878	3	0.0188
2879	4	0.1864
2880	5	0.0419
2881	8	0.0095
2882	4	0.1512
2883	7	0.0915
2884	2	0.2918
2885	9	0.0163
2886	5	0.0167
2887	7	0.0054
2888	6	0.0186
2889	0	0.0629
2890	3	0.4704
2891	6	0.0329
2892	5	0.2589
2893	8	0.2336
2894	0	0.0353
2895	7	0.1071
2896	6	0.0879
