Step	State	Value
1498	6	0.0285
1499	1	0.2010
1500	1	0.3493
1501	1	0.0046
1502	1	0.2275
1503	1	0.1554
1504	1	0.3741
1505	1	0.1238
1506	1	0.0007
1507	1	0.0370
1508	1	0.0131
1509	1	0.0335
1510	1	0.1682
1511	1	0.0405
1512	3	0.1163
1513	9	0.1009
1514	9	0.0040
1515	9	0.0550
1516	0	0.1516
1517	0	0.0275
1518	0	0.0068
1519	0	0.1605
1520	0	0.0516
1521	0	0.1152
1522	0	0.0019
1523	9	0.0663
1524	3	0.0952
1525	3	0.0200
1526	3	0.2690
1527	3	0.0245
1528	3	0.0698
1529	4	0.0787
1530	4	0.0417
1531	8	0.0792
1532	3	0.0554
1533	3	0.1545
1534	3	0.1640
1535	3	0.0756
1536	3	0.0080
1537	3	0.0944
1538	3	0.0212
1539	2	0.0271
1540	3	0.1901
1541	3	0.0246
1542	3	0.2592
1543	3	0.0498
1544	3	0.0326
1545	7	0.3162
1546	7	0.2195
1547	7	0.1307
1548	7	0.0330
1549	7	0.1589
1550	2	0.0087
1551	2	0.0332
1552	2	0.0746
1553	6	0.0296
1554	6	0.3552
1555	6	0.0718
1556	6	0.2354
1557	6	0.0910
1558	6	0.0169
1559	9	0.0284
1560	9	0.2414
1561	5	0.0042
1562	5	0.1213
1563	5	0.0105
1564	9	0.0320
1565	9	0.0056
1566	9	0.0234
1567	9	0.0728
1568	9	0.0249
1569	9	0.0582
1570	5	0.0296
1571	8	0.0004
1572	5	0.1115
1573	5	0.3909
1574	5	0.0870
1575	5	0.0290
1576	5	0.0557
1577	5	0.0328
1578	4	0.0055
1579	4	0.0101
1580	4	0.0310
1581	4	0.1148
1582	4	0.0667
1583	4	0.0222
1584	4	0.3134
1585	4	0.2207
1586	4	0.0873
1587	6	0.0456
1588	6	0.0675
1589	6	0.0067
1590	2	0.0841
1591	2	0.0800
1592	9	0.0932
1593	9	0.0114
1594	9	0.0221
1595	5	0.3870
1596	5	0.0438
1597	5	0.2682
1598	5	0.1891
1599	4	0.0770
1600	4	0.1443
1601	4	0.0007
1602	4	0.0374
1603	4	0.0880
1604	4	0.1255
1605	4	0.1968
1606	4	0.3177
1607	4	0.0305
1608	4	0.0256
1609	4	0.0241
1610	4	0.0849
1611	4	0.2133
1612	7	0.1889
1613	7	0.1407
1614	7	0.2734
1615	7	0.0681
1616	7	0.1223
1617	7	0.0028
1618	0	0.2028
1619	0	0.1651
1620	0	0.0294
1621	0	0.1908
1622	0	0.0065
1623	0	0.1469
1624	0	0.0649
1625	9	0.1233
1626	0	0.0183
1627	0	0.3203
1628	0	0.0498
1629	1	0.1220
1630	1	0.4646
1631	1	0.0012
1632	1	0.1169
1633	1	0.1220
1634	1	0.1056
1635	1	0.0133
1636	6	0.0180
1637	9	0.0114
1638	6	0.0082
1639	6	0.0722
1640	6	0.1908
1641	6	0.0905
1642	0	0.1603
1643	0	0.0024
1644	0	0.0299
1645	1	0.0709
1646	1	0.2454
1647	1	0.2779
1648	1	0.0820
1649	1	0.0157
1650	1	0.0150
1651	1	0.0106
1652	1	0.0274
1653	1	0.0756
1654	1	0.0081
1655	1	0.2028
1656	7	0.0288
1657	7	0.2815
1658	1	0.0003
1659	8	0.0257
1660	8	0.1166
1661	8	0.0709
1662	8	0.0280
1663	8	0.0213
1664	8	0.0077
1665	8	0.5830
1666	7	0.0928
1667	3	0.0728
1668	4	0.0365
1669	1	0.0165
1670	1	0.0076
1671	0	0.0367
1672	0	0.0643
1673	0	0.0454
1674	0	0.0229
1675	0	0.1328
1676	6	0.0378
1677	6	0.0663
1678	6	0.1128
1679	6	0.0434
1680	6	0.0002
1681	6	0.3155
1682	6	0.0591
1683	6	0.0583
1684	6	0.0712
1685	6	0.0133
1686	6	0.0934
1687	6	0.2296
1688	2	0.1117
1689	2	0.0796
1690	5	0.1869
1691	5	0.1427
1692	5	0.0716
1693	5	0.1240
1694	5	0.2371
1695	1	0.2587
1696	6	0.0516
1697	6	0.0715
1698	6	0.0429
1699	8	0.0889
1700	8	0.0766
1701	8	0.0563
1702	4	0.0144
1703	4	0.0231
1704	4	0.0877
1705	4	0.1124
1706	4	0.0021
1707	4	0.0863
1708	4	0.1092
1709	4	0.1238
1710	4	0.0410
1711	4	0.0639
1712	4	0.0711
1713	9	0.0860
1714	9	0.2518
1715	4	0.1214
1716	4	0.2008
1717	4	0.0876
1718	9	0.0598
1719	9	0.1605
1720	0	0.0763
1721	0	0.0596
1722	0	0.2228
1723	0	0.0081
1724	0	0.0356
1725	2	0.0119
1726	2	0.0532
1727	2	0.0451
1728	7	0.0814
1729	8	0.1452
1730	8	0.0091
1731	8	0.2494
1732	9	0.0887
1733	9	0.2893
1734	0	0.0325
1735	1	0.0055
1736	3	0.0227
1737	3	0.0441
1738	2	0.0732
1739	2	0.1029
1740	3	0.0240
1741	3	0.0584
1742	3	0.0400
1743	4	0.0769
1744	5	0.1318
1745	5	0.0430
1746	5	0.1411
1747	5	0.1453
1748	5	0.1418
1749	5	0.0456
1750	0	0.0588
1751	0	0.1800
1752	0	0.2457
1753	0	0.1330
1754	0	0.0961
1755	0	0.0272
1756	4	0.0125
1757	4	0.0591
1758	4	0.0643
1759	9	0.0391
1760	5	0.0313
1761	5	0.0010
1762	0	0.2636
1763	2	0.0438
1764	2	0.0653
1765	2	0.1241
1766	7	0.0138
1767	7	0.0823
1768	1	0.1288
1769	1	0.0632
1770	1	0.1078
1771	1	0.0170
1772	2	0.0471
1773	2	0.0242
1774	4	0.0853
1775	4	0.0039
1776	5	0.0224
1777	1	0.1928
1778	1	0.1730
1779	1	0.1642
1780	1	0.2485
1781	1	0.0236
1782	1	0.0045
1783	2	0.0084
1784	3	0.0051
1785	3	0.0100
1786	3	0.0281
1787	3	0.0651
1788	3	0.1882
1789	3	0.0615
1790	3	0.0250
1791	3	0.0287
1792	3	0.0787
1793	3	0.0788
1794	3	0.0359
1795	3	0.1067
1796	3	0.1921
1797	5	0.0295
1798	6	0.0984
1799	6	0.1082
1800	6	0.2110
1801	6	0.0474
1802	3	0.6075
1803	4	0.1332
1804	5	0.0774
1805	5	0.0296
1806	5	0.1150
1807	5	0.0188
1808	5	0.0920
1809	5	0.0870
1810	6	0.0053
1811	6	0.0113
1812	7	0.0090
1813	7	0.1599
1814	7	0.1187
1815	7	0.0478
1816	7	0.0225
1817	7	0.1162
1818	6	0.0920
1819	6	0.0039
1820	4	0.0927
1821	4	0.2174
1822	4	0.1583
1823	1	0.0693
1824	1	0.1451
1825	1	0.0333
1826	3	0.0358
1827	3	0.1262
1828	3	0.1380
1829	3	0.0093
1830	3	0.3129
1831	3	0.6303
1832	3	0.0242
1833	3	0.0436
1834	4	0.0099
1835	4	0.2830
1836	4	0.1147
1837	5	0.3549
1838	5	0.2094
1839	5	0.1949
1840	5	0.0779
1841	4	0.0598
1842	5	0.0743
1843	5	0.0246
1844	5	0.1101
1845	5	0.1208
1846	5	0.1472
1847	5	0.1489
1848	9	0.0475
1849	2	0.1564
1850	2	0.0715
1851	2	0.0177
1852	2	0.0801
1853	2	0.1066
1854	2	0.0916
1855	2	0.0055
1856	2	0.1030
1857	2	0.3371
1858	2	0.1081
1859	2	0.0553
1860	2	0.0667
1861	2	0.2761
1862	2	0.1686
1863	2	0.0259
1864	2	0.1755
1865	0	0.1071
1866	0	0.1349
1867	3	0.0727
1868	3	0.2880
1869	3	0.1222
1870	3	0.1112
1871	3	0.1114
1872	3	0.0294
1873	3	0.0627
1874	6	0.1684
1875	7	0.0258
1876	7	0.5992
1877	5	0.0787
1878	5	0.2013
1879	5	0.4916
1880	5	0.1518
1881	5	0.0014
1882	5	0.0618
1883	5	0.1598
1884	5	0.1179
1885	5	0.2751
1886	5	0.0287
1887	5	0.1085
1888	5	0.0266
1889	3	0.0526
1890	1	0.6979
1891	1	0.0411
1892	9	0.1572
1893	9	0.1652
1894	9	0.1029
1895	9	0.0415
1896	9	0.0588
1897	9	0.2629
1898	9	0.2107
1899	9	0.0353
1900	9	0.0241
1901	6	0.2504
1902	6	0.1783
1903	6	0.3160
1904	1	0.1189
1905	1	0.0106
1906	1	0.4595
1907	1	0.1173
1908	2	0.0368
1909	2	0.0565
1910	8	0.0341
1911	8	0.0446
1912	8	0.0121
1913	8	0.0986
1914	9	0.6811
1915	9	0.0808
1916	6	0.0156
1917	6	0.1119
1918	9	0.0038
1919	9	0.0029
1920	9	0.4191
1921	3	0.0546
1922	9	0.0832
1923	2	0.1407
1924	5	0.0906
1925	5	0.1665
1926	6	0.2860
1927	5	0.0933
1928	1	0.0593
1929	1	0.0041
1930	1	0.0151
1931	1	0.1069
1932	1	0.0055
1933	1	0.0293
1934	1	0.2914
1935	1	0.1721
1936	7	0.0530
1937	7	0.2341
1938	8	0.0412
1939	8	0.1804
1940	8	0.1786
1941	8	0.1635
1942	8	0.1629
1943	8	0.1746
1944	8	0.0994
1945	8	0.1166
1946	8	0.0606
1947	8	0.0045
1948	8	0.1078
1949	8	0.0911
1950	8	0.0865
1951	8	0.0756
1952	9	0.1042
1953	9	0.2984
1954	9	0.0081
1955	9	0.2340
1956	9	0.0545
1957	9	0.1134
1958	6	0.0110
1959	6	0.0619
1960	6	0.0445
1961	4	0.0684
1962	4	0.0653
1963	4	0.0373
1964	4	0.1787
1965	6	0.1317
1966	6	0.0375
1967	6	0.0488
1968	8	0.1150
1969	8	0.2657
1970	8	0.0116
1971	8	0.1092
1972	8	0.0763
1973	8	0.1361
1974	8	0.1776
1975	6	0.0451
1976	6	0.0415
1977	6	0.4318
1978	6	0.0489
1979	6	0.2847
1980	6	0.0218
1981	6	0.0962
1982	6	0.2550
1983	9	0.0614
1984	9	0.0398
1985	9	0.0440
1986	9	0.0237
1987	0	0.3154
1988	1	0.0426
1989	1	0.0466
1990	1	0.2233
1991	1	0.0438
1992	1	0.0871
1993	1	0.0036
1994	8	0.1008
1995	9	0.0189
1996	9	0.1041
1997	9	0.0400
1998	9	0.1523
1999	9	0.0174
2000	2	0.0177
2001	2	0.0773
2002	2	0.0745
2003	2	0.0114
2004	5	0.0205
2005	5	0.0034
2006	2	0.0229
2007	2	0.0357
2008	3	0.1293
2009	3	0.1354
2010	3	0.0372
2011	6	0.0193
2012	8	0.1184
2013	8	0.0722
2014	8	0.0331
2015	8	0.0851
2016	8	0.0197
2017	3	0.1674
2018	3	0.0904
2019	7	0.0833
2020	7	0.0500
2021	7	0.1888
2022	7	0.3821
2023	4	0.0466
2024	4	0.0651
2025	3	0.0049
2026	3	0.0012
2027	3	0.1325
2028	3	0.1291
2029	3	0.0185
2030	9	0.2390
2031	9	0.0583
2032	1	0.1830
2033	1	0.1527
2034	1	0.0176
2035	1	0.0223
2036	1	0.2715
2037	1	0.0152
2038	6	0.0206
2039	6	0.0943
2040	6	0.0962
2041	6	0.0584
2042	6	0.2100
2043	5	0.0398
2044	5	0.0527
2045	5	0.0909
2046	5	0.0259
2047	0	0.0505
2048	0	0.0325
2049	0	0.0675
2050	0	0.0720
2051	0	0.4053
2052	0	0.1313
2053	0	0.0433
2054	6	0.1002
2055	8	0.0848
2056	8	0.0945
2057	0	0.2026
2058	0	0.0191
2059	0	0.0077
2060	0	0.1157
2061	0	0.2216
2062	6	0.1203
2063	6	0.3457
2064	8	0.0606
2065	8	0.0522
2066	9	0.0149
2067	9	0.0514
2068	9	0.0712
2069	9	0.1500
2070	3	0.1214
2071	3	0.0472
2072	3	0.0426
2073	3	0.1552
2074	3	0.0562
2075	5	0.0097
2076	3	0.0750
2077	9	0.0012
2078	6	0.0303
2079	9	0.0208
2080	9	0.0572
2081	9	0.1111
2082	9	0.3610
2083	1	0.0571
2084	1	0.1673
2085	1	0.0949
2086	1	0.0790
2087	9	0.1681
2088	9	0.0246
2089	9	0.0515
2090	9	0.0606
2091	9	0.1391
2092	9	0.0640
2093	9	0.0212
2094	9	0.1350
2095	9	0.0576
2096	4	0.3322
2097	3	0.1346
2098	7	0.0179
2099	5	0.0534
2100	8	0.0465
2101	0	0.0654
2102	6	0.5692
2103	6	0.1596
2104	6	0.2126
2105	6	0.1944
2106	6	0.1156
2107	6	0.0360
2108	4	0.0447
2109	4	0.2100
2110	3	0.2007
2111	3	0.0304
2112	4	0.0529
2113	9	0.1438
2114	9	0.0176
2115	4	0.0782
2116	4	0.0206
2117	0	0.0581
2118	0	0.0358
2119	0	0.0505
2120	0	0.0552
2121	0	0.0705
2122	0	0.1886
2123	3	0.0289
2124	3	0.0343
2125	3	0.0352
2126	3	0.0568
2127	3	0.3642
2128	4	0.0802
2129	4	0.0523
2130	4	0.2307
2131	8	0.0269
2132	2	0.3105
2133	2	0.0307
2134	2	0.2308
2135	2	0.0560
2136	2	0.2321
2137	7	0.0546
2138	7	0.1307
2139	7	0.2918
2140	0	0.1560
2141	0	0.0176
2142	0	0.1580
2143	0	0.0051
2144	0	0.2009
2145	0	0.0043
2146	1	0.0505
2147	1	0.1859
2148	1	0.2907
2149	1	0.0918
2150	4	0.1425
2151	0	0.0173
2152	0	0.2942
2153	0	0.0511
2154	0	0.0274
2155	0	0.1157
2156	0	0.0872
2157	4	0.0273
2158	4	0.3624
2159	4	0.1226
2160	5	0.1353
2161	5	0.0912
2162	4	0.0018
2163	4	0.0651
2164	8	0.0775
2165	2	0.1636
2166	2	0.0094
2167	8	0.2888
2168	1	0.0768
2169	1	0.1232
2170	2	0.1149
2171	2	0.1585
2172	2	0.0257
2173	0	0.0981
2174	0	0.0379
2175	0	0.0030
2176	0	0.0067
2177	0	0.0197
2178	0	0.0058
2179	0	0.0044
2180	0	0.1287
2181	4	0.2137
2182	4	0.1635
2183	5	0.1869
2184	5	0.0175
2185	5	0.0106
2186	5	0.2674
2187	6	0.0096
2188	5	0.2517
2189	5	0.0433
2190	5	0.0032
2191	5	0.0327
2192	3	0.7796
2193	3	0.0198
2194	1	0.0109
2195	1	0.1049
2196	4	0.0066
2197	4	0.1005
2198	5	0.0426
2199	5	0.0219
2200	5	0.0015
2201	5	0.0417
2202	8	0.0206
2203	8	0.0102
2204	3	0.0150
2205	3	0.0403
2206	3	0.1740
2207	3	0.0312
2208	4	0.0058
2209	4	0.2106
2210	4	0.1101
2211	4	0.3926
2212	4	0.0043
2213	4	0.0900
2214	4	0.0083
2215	4	0.2204
2216	3	0.0081
2217	3	0.0038
2218	3	0.1067
2219	3	0.0453
2220	3	0.0868
2221	3	0.3198
2222	3	0.0350
2223	3	0.0245
2224	3	0.1109
2225	2	0.0715
2226	2	0.0951
2227	2	0.0054
2228	2	0.0099
2229	2	0.0036
2230	2	0.0558
2231	7	0.0312
2232	7	0.0158
2233	7	0.1446
2234	7	0.0576
2235	3	0.0889
2236	0	0.1673
2237	0	0.0524
2238	0	0.1461
2239	0	0.0602
2240	0	0.1248
2241	8	0.1428
2242	8	0.0585
2243	8	0.3452
2244	8	0.0602
2245	0	0.1230
2246	5	0.2603
2247	8	0.0469
2248	2	0.0316
2249	2	0.2017
2250	2	0.0291
2251	2	0.1253
2252	1	0.4449
2253	1	0.0173
2254	2	0.1333
2255	2	0.0200
2256	2	0.0827
2257	7	0.1428
2258	9	0.1372
2259	9	0.0760
2260	5	0.1306
2261	5	0.0062
2262	5	0.0222
2263	5	0.1273
2264	5	0.0831
2265	5	0.0184
2266	5	0.0025
2267	6	0.2033
2268	0	0.4473
2269	0	0.1460
2270	1	0.0998
2271	8	0.0174
2272	6	0.2113
2273	7	0.0201
2274	7	0.1024
2275	7	0.1663
2276	7	0.2799
2277	7	0.0007
2278	4	0.0355
2279	4	0.0924
2280	5	0.0361
2281	5	0.1101
2282	5	0.1032
2283	5	0.0416
2284	5	0.0809
2285	3	0.0430
2286	3	0.0042
2287	3	0.0452
2288	7	0.0547
2289	7	0.0773
2290	1	0.0287
2291	1	0.0538
2292	1	0.0232
2293	1	0.0386
2294	1	0.0153
2295	7	0.0443
2296	7	0.1148
2297	0	0.1465
2298	0	0.0796
2299	0	0.2888
2300	0	0.0226
2301	0	0.0318
2302	0	0.1585
2303	0	0.0174
2304	0	0.0187
2305	0	0.0304
2306	0	0.0030
2307	0	0.0924
2308	0	0.0095
2309	7	0.1340
2310	7	0.1785
2311	2	0.1121
2312	2	0.0110
2313	2	0.1745
2314	2	0.0774
2315	3	0.1366
2316	3	0.0052
2317	0	0.3721
2318	4	0.1030
2319	4	0.0050
2320	4	0.1751
2321	4	0.0253
2322	5	0.3860
2323	5	0.0090
2324	2	0.1336
2325	3	0.0356
2326	3	0.2389
2327	8	0.0068
2328	0	0.0515
2329	6	0.1079
2330	7	0.1063
2331	7	0.1110
2332	7	0.0524
2333	7	0.0788
2334	1	0.1498
2335	1	0.1906
2336	1	0.2284
2337	1	0.0597
2338	5	0.2200
2339	5	0.2847
2340	5	0.0434
2341	5	0.0198
2342	5	0.0228
2343	5	0.0307
2344	5	0.0140
2345	7	0.0769
2346	7	0.0377
2347	6	0.0659
2348	6	0.1836
2349	0	0.1429
2350	0	0.0945
2351	0	0.0228
2352	0	0.1126
2353	0	0.0474
2354	0	0.0197
2355	0	0.0194
2356	0	0.0807
2357	0	0.1527
2358	1	0.0915
2359	1	0.0436
2360	1	0.3156
2361	6	0.0706
2362	6	0.0081
2363	9	0.3993
2364	9	0.6023
2365	9	0.0747
2366	9	0.0420
2367	9	0.0111
2368	0	0.0468
2369	0	0.0845
2370	0	0.1584
2371	1	0.0074
2372	1	0.0096
2373	4	0.0094
2374	4	0.2223
2375	4	0.0532
2376	5	0.0389
2377	6	0.0118
2378	6	0.2228
2379	3	0.0375
2380	6	0.1777
2381	6	0.0682
2382	5	0.0818
2383	5	0.0195
2384	7	0.0075
2385	7	0.0642
2386	7	0.0662
2387	7	0.0226
2388	7	0.0499
2389	7	0.0298
2390	7	0.1316
2391	7	0.0130
2392	1	0.0861
2393	1	0.0590
2394	1	0.0393
2395	2	0.0433
2396	2	0.0882
2397	4	0.0381
2398	4	0.0571
2399	4	0.0060
2400	4	0.0262
2401	4	0.0456
2402	4	0.0070
2403	4	0.0329
2404	4	0.1930
2405	4	0.1337
2406	4	0.0220
2407	5	0.0989
2408	5	0.0088
2409	2	0.0263
2410	2	0.1709
2411	2	0.0814
2412	2	0.0539
2413	5	0.0766
2414	5	0.0440
2415	5	0.0427
2416	5	0.0123
2417	5	0.0343
2418	5	0.0316
2419	5	0.1026
2420	3	0.0103
2421	3	0.1208
2422	3	0.0254
2423	3	0.0061
2424	3	0.0490
2425	3	0.1253
2426	3	0.2009
2427	3	0.0913
2428	3	0.0136
2429	3	0.0126
2430	3	0.1260
2431	3	0.0060
2432	4	0.0184
2433	4	0.0006
2434	4	0.2435
2435	4	0.0814
2436	0	0.0011
2437	0	0.0358
2438	0	0.0848
2439	0	0.0781
2440	8	0.1043
2441	8	0.0162
2442	8	0.0718
2443	8	0.1529
2444	8	0.2023
2445	8	0.0119
2446	8	0.0445
2447	5	0.0519
2448	5	0.0730
2449	5	0.3122
2450	5	0.0052
2451	5	0.0567
2452	2	0.1420
2453	2	0.0351
2454	2	0.0086
2455	4	0.0319
2456	4	0.0080
2457	4	0.0262
2458	4	0.0174
2459	0	0.0247
2460	0	0.2349
2461	0	0.0920
2462	0	0.0693
2463	9	0.1522
2464	0	0.0525
2465	1	0.0571
2466	1	0.0274
2467	5	0.0732
2468	9	0.0889
2469	9	0.0376
2470	9	0.1027
2471	9	0.0499
2472	9	0.5589
2473	9	0.0356
2474	4	0.0989
2475	4	0.0195
2476	4	0.1854
2477	4	0.1537
2478	4	0.1481
2479	4	0.0425
2480	4	0.0345
2481	4	0.0995
2482	4	0.1010
2483	4	0.0733
2484	4	0.2950
2485	5	0.2147
2486	5	0.0524
2487	5	0.0354
2488	5	0.2189
2489	5	0.0816
2490	5	0.0111
2491	5	0.0032
2492	8	0.0699
2493	8	0.0328
2494	8	0.0466
2495	8	0.0583
2496	8	0.0503
2497	2	0.0202
2498	0	0.0227
2499	0	0.0273
2500	0	0.0743
2501	0	0.1322
2502	7	0.0491
2503	0	0.0394
2504	0	0.0965
2505	5	0.1512
2506	5	0.0933
2507	5	0.1093
2508	3	0.0973
2509	7	0.0460
2510	9	0.0821
2511	9	0.1040
2512	9	0.2023
2513	9	0.3458
2514	1	0.0739
2515	1	0.0240
2516	1	0.0388
2517	7	0.3249
2518	7	0.3321
2519	7	0.3536
2520	7	0.0172
2521	7	0.0352
2522	7	0.0810
2523	8	0.1968
2524	5	0.2229
2525	5	0.0167
2526	5	0.0024
2527	5	0.0500
2528	6	0.0969
2529	6	0.3073
2530	4	0.0830
2531	4	0.0188
2532	5	0.0109
2533	4	0.0877
2534	2	0.0535
2535	2	0.1036
2536	2	0.0351
2537	7	0.0395
2538	7	0.2199
2539	5	0.0009
2540	5	0.0518
2541	5	0.0250
2542	5	0.3118
2543	5	0.0376
2544	5	0.3362
2545	5	0.1227
2546	5	0.0560
2547	6	0.0518
2548	6	0.7987
2549	9	0.0904
2550	9	0.0758
2551	6	0.3746
2552	6	0.0180
2553	6	0.1096
2554	1	0.0656
2555	1	0.1756
2556	5	0.1798
2557	1	0.0361
2558	2	0.1061
2559	2	0.0442
2560	2	0.2073
2561	1	0.0147
2562	1	0.2634
2563	1	0.1742
2564	7	0.0729
2565	7	0.0413
2566	1	0.1037
2567	1	0.1976
2568	3	0.0948
2569	3	0.1933
2570	2	0.0211
2571	2	0.3269
2572	0	0.1274
2573	0	0.1641
2574	0	0.2056
2575	0	0.3769
2576	1	0.0238
2577	1	0.0034
2578	1	0.1050
2579	5	0.0062
2580	5	0.0311
2581	5	0.0222
2582	6	0.1235
2583	1	0.1244
2584	1	0.0860
2585	1	0.0510
2586	2	0.0268
2587	2	0.1523
2588	8	0.0967
2589	8	0.0377
2590	8	0.1341
2591	8	0.0254
2592	9	0.0512
2593	7	0.0081
2594	1	0.0116
2595	1	0.0224
2596	1	0.0768
2597	1	0.0328
2598	1	0.0604
2599	9	0.0802
2600	0	0.0789
2601	8	0.1535
2602	8	0.0357
2603	8	0.1291
2604	8	0.0148
2605	1	0.0509
2606	5	0.0386
2607	5	0.1694
2608	5	0.2074
2609	6	0.1425
2610	9	0.0026
2611	9	0.0439
2612	9	0.0434
2613	9	0.1593
2614	9	0.0955
2615	9	0.1721
2616	4	0.0333
2617	4	0.2608
2618	4	0.0169
2619	4	0.0679
2620	4	0.1137
2621	6	0.0175
2622	9	0.0700
2623	9	0.1235
2624	9	0.1987
2625	9	0.0433
2626	9	0.0538
2627	9	0.0591
2628	9	0.0400
2629	6	0.0823
2630	7	0.0861
2631	7	0.0092
2632	7	0.3517
2633	0	0.0568
2634	0	0.1075
2635	7	0.0537
2636	7	0.1627
2637	7	0.0388
2638	7	0.0786
2639	0	0.1113
2640	0	0.0664
2641	0	0.0338
2642	6	0.1265
2643	6	0.1069
2644	1	0.3224
2645	1	0.3711
2646	1	0.0879
2647	1	0.0488
2648	1	0.0074
2649	3	0.1126
2650	3	0.1317
2651	2	0.0054
2652	2	0.1068
2653	2	0.1758
2654	2	0.0504
2655	2	0.0902
2656	5	0.0710
2657	6	0.1465
2658	6	0.0922
2659	6	0.0298
2660	6	0.0988
2661	6	0.0091
2662	6	0.0346
2663	6	0.1408
2664	6	0.0330
2665	6	0.0089
2666	0	0.0709
2667	0	0.0768
2668	0	0.0714
2669	0	0.0428
2670	6	0.1884
2671	7	0.1486
2672	7	0.1659
2673	7	0.0840
2674	7	0.3005
2675	7	0.3196
2676	7	0.0047
2677	1	0.1504
2678	1	0.0724
2679	1	0.1204
2680	2	0.2935
2681	3	0.1599
2682	3	0.2501
2683	3	0.0932
2684	3	0.1152
2685	8	0.0387
2686	8	0.2135
2687	2	0.2069
2688	2	0.0979
2689	2	0.0090
2690	2	0.0292
2691	1	0.0151
2692	1	0.0090
2693	7	0.1010
2694	7	0.0579
2695	7	0.0490
2696	7	0.0112
2697	5	0.1779
2698	0	0.0705
2699	0	0.0588
2700	0	0.0473
2701	1	0.1231
2702	1	0.1884
2703	1	0.2762
2704	1	0.0006
2705	0	0.0031
2706	0	0.0065
2707	0	0.0813
2708	0	0.0085
2709	0	0.1376
2710	0	0.0718
2711	0	0.2286
2712	0	0.0365
2713	1	0.1013
2714	3	0.0164
2715	2	0.4139
2716	2	0.1793
2717	2	0.1506
2718	2	0.0303
2719	2	0.0148
2720	2	0.1318
2721	2	0.0743
2722	3	0.0415
2723	2	0.2798
2724	2	0.0295
2725	2	0.2718
2726	2	0.1656
2727	4	0.0471
2728	3	0.0806
2729	0	0.2442
2730	0	0.0079
2731	6	0.0252
2732	7	0.0877
2733	9	0.0874
2734	9	0.1226
2735	9	0.0108
2736	9	0.2152
2737	9	0.0250
2738	6	0.1192
2739	5	0.1013
2740	8	0.1820
2741	8	0.1232
2742	8	0.0501
2743	2	0.1386
2744	7	0.0082
2745	7	0.1023
2746	5	0.0806
2747	6	0.0059
2748	4	0.1919
2749	4	0.3379
2750	4	0.0433
2751	2	0.3942
2752	2	0.1175
2753	2	0.0595
2754	2	0.0441
2755	2	0.0392
2756	2	0.1032
2757	0	0.1766
2758	0	0.0105
2759	0	0.3419
2760	0	0.0258
2761	0	0.0404
2762	2	0.0619
2763	2	0.2333
2764	2	0.0020
2765	5	0.1969
2766	5	0.2688
2767	5	0.0918
2768	5	0.0035
2769	1	0.4955
2770	1	0.0123
2771	1	0.0862
2772	2	0.0416
2773	2	0.1541
2774	2	0.3454
2775	2	0.0958
2776	2	0.0433
2777	7	0.3380
2778	7	0.0400
2779	7	0.0118
2780	7	0.1320
2781	8	0.1268
2782	8	0.1644
2783	8	0.0323
2784	8	0.0434
2785	8	0.0255
2786	8	0.0875
2787	8	0.0247
2788	8	0.0216
2789	9	0.0436
2790	4	0.1381
2791	8	0.0437
2792	3	0.2341
2793	3	0.2293
2794	3	0.0199
2795	0	0.0860
2796	6	0.3633
2797	6	0.0841
2798	6	0.0915
2799	6	0.0956
2800	8	0.0108
2801	8	0.0527
2802	8	0.1001
2803	8	0.0914
2804	8	0.0977
2805	9	0.3856
2806	9	0.2381
2807	9	0.0613
2808	9	0.1042
2809	9	0.0032
2810	9	0.0445
2811	9	0.1316
2812	9	0.2220
2813	8	0.0109
2814	8	0.0137
2815	8	0.0561
2816	7	0.0798
2817	7	0.2408
2818	5	0.0609
2819	5	0.4797
2820	2	0.0596
2821	8	0.0574
2822	8	0.0357
2823	8	0.0169
2824	8	0.0272
2825	6	0.1444
2826	6	0.1572
2827	6	0.2533
2828	6	0.1519
2829	0	0.0174
2830	6	0.1335
2831	6	0.0142
2832	6	0.0539
2833	1	0.0604
2834	5	0.0783
2835	5	0.2742
2836	9	0.0533
2837	9	0.0408
2838	9	0.0293
2839	9	0.1047
2840	9	0.1125
2841	9	0.0080
2842	9	0.2230
2843	9	0.0145
2844	9	0.0013
2845	8	0.0851
2846	8	0.2095
2847	8	0.0022
2848	8	0.1349
2849	8	0.0163
2850	8	0.2441
2851	2	0.0300
2852	2	0.0600
2853	2	0.0024
2854	2	0.0077
2855	2	0.0205
2856	2	0.0074
2857	2	0.0227
2858	8	0.0295
2859	8	0.0995
2860	8	0.0995
2861	6	0.0011
2862	6	0.2249
2863	1	0.1552
2864	1	0.0708
2865	7	0.2334
2866	7	0.0014
2867	5	0.1331
2868	5	0.1380
2869	5	0.0174
2870	5	0.0556
2871	5	0.0831
2872	5	0.0929
2873	5	0.0611
2874	6	0.0100
2875	2	0.0128
2876	2	0.0319
2877	2	0.0248
2878	2	0.0179
2879	0	0.1572
2880	0	0.2735
2881	0	0.0080
2882	8	0.1880
2883	8	0.0530
2884	8	0.0835
2885	8	0.0523
2886	9	0.2399
2887	9	0.0655
2888	9	0.1298
2889	9	0.0450
2890	9	0.0005
2891	9	0.0775
2892	8	0.0946
2893	8	0.0582
2894	8	0.1411
2895	7	0.0574
2896	7	0.2461
